OP_UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_PAX_ENP_110
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,V,10,260
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10683,V,2,48
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11042,V,4,292
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14275,V,1,0
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11109,V,2,126
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10868,V,3,170
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,V,28,932
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11298,V,5,233
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,V,26,1751
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,V,2,136
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,V,18,578
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11423,V,3,160
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,V,13,513
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11503,V,1,0
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,V,38,2886
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10408,V,2,137
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11697,V,20,644
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14635,V,16,899
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11203,V,2,142
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10685,V,2,119
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11986,V,5,326
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12003,V,2,145
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,V,38,365
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13230,V,10,150
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,V,5,104
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12266,V,16,1675
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12191,V,4,98
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12339,V,14,715
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12451,V,4,276
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13198,V,15,390
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,V,13,275
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,V,20,672
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12992,V,3,148
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12954,V,5,135
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12892,V,3,93
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14730,V,11,473
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12896,V,6,196
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11375,V,2,94
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13485,V,7,283
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,V,33,1163
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,V,959,86122
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,V,4,268
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,V,16,503
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13256,V,2,148
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13367,V,2,112
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13277,V,3,299
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,V,23,1002
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15070,V,4,118
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13495,V,3,119
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12878,V,2,42
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12478,V,2,68
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,V,131,5629
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,V,42,1305
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12007,V,1,137
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13931,V,4,223
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11834,V,2,36
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13796,V,3,103
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15919,V,4,124
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13851,V,4,363
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,V,9,138
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13891,V,8,116
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13484,V,2,110
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13204,V,11,107
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12891,V,2,142
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14100,V,24,1056
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14107,V,18,862
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13203,V,3,126
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14122,V,13,484
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14057,V,6,413
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14307,V,6,221
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14492,V,39,1236
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12348,V,1,57
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,V,2,136
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14524,V,19,557
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14842,V,2,142
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14633,V,2,147
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10666,V,4,429
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,V,15,391
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14489,V,2,127
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14869,V,7,491
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,V,5,284
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11719,V,4,221
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,V,9,131
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12055,V,8,128
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11980,V,2,121
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14831,V,7,254
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13127,V,2,126
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14843,V,9,114
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12899,V,2,145
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14747,V,2,108
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14487,V,2,110
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14814,V,2,107
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14691,V,2,81
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,V,11,410
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15096,V,13,300
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15304,V,41,3924
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11726,V,8,319
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14761,V,5,352
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15376,V,2,225
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15370,V,3,123
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10155,V,4,95
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12264,V,12,334
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14027,V,2,126
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12917,V,1,121
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12197,V,3,144
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16091,V,9,707
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12278,V,4,143
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11764,V,19,421
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15570,V,1,0
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14092,V,4,285
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,V,6,443
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11982,V,6,320
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11563,V,68,8463
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11140,V,3,275
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14259,V,8,120
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11996,V,13,694
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13360,V,12,0
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13158,V,3,195
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14288,V,3,141
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14685,V,2,82
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10268,V,3,128
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10216,V,3,136
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11481,V,1,61
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14696,V,1,55
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11884,V,2,149
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15249,V,11,418
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11337,V,2,142
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14098,V,1,104
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,V,7,378
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10713,V,3,234
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,V,9,470
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14802,V,2,0
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14588,V,1,0
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16101,V,10,282
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11003,V,2,31
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15412,V,6,272
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14457,V,2,146
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,V,5,108
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13543,V,2,29
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14252,V,3,124
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10135,V,2,86
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11603,V,5,235
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11921,V,2,146
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10933,V,4,260
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,V,117,4844
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11233,V,2,134
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11977,V,2,146
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10990,V,6,108
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10558,V,2,130
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11789,V,3,87
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11823,V,1,0
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13898,V,2,38
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10747,V,103,4627
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11252,V,2,34
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13577,V,4,289
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11049,V,6,199
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12206,V,2,141
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10208,V,2,146
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,V,18,484
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10849,V,8,332
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11122,V,2,137
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11123,V,7,236
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10980,V,4,242
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12156,V,1,141
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11648,V,2,125
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13486,V,2,136
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13377,V,4,126
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,V,12,189
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14113,V,1,120
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10627,V,2,142
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11471,V,2,143
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11637,V,5,444
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11898,V,9,458
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12898,V,5,428
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,V,20,1500
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10469,V,6,346
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13076,V,2,147
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10630,V,2,50
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13433,V,2,145
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13829,V,2,112
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14303,V,1,0
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14543,V,2,143
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15048,V,2,109
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15074,V,1,37
0WQ,Avjet Corporation,10140,V,1,2
0WQ,Avjet Corporation,10821,V,1,10
0WQ,Avjet Corporation,10721,V,1,4
0WQ,Avjet Corporation,10800,V,34,81
0WQ,Avjet Corporation,11298,V,2,4
0WQ,Avjet Corporation,11259,V,2,12
0WQ,Avjet Corporation,10372,V,2,3
0WQ,Avjet Corporation,11503,V,1,0
0WQ,Avjet Corporation,11540,V,1,2
0WQ,Avjet Corporation,11697,V,1,8
0WQ,Avjet Corporation,14712,V,1,4
0WQ,Avjet Corporation,12173,V,1,0
0WQ,Avjet Corporation,12191,V,1,1
0WQ,Avjet Corporation,13830,V,1,2
0WQ,Avjet Corporation,12889,V,2,9
0WQ,Avjet Corporation,12954,V,1,0
0WQ,Avjet Corporation,12892,V,2,7
0WQ,Avjet Corporation,13341,V,1,0
0WQ,Avjet Corporation,13303,V,1,5
0WQ,Avjet Corporation,11790,V,1,7
0WQ,Avjet Corporation,10325,V,1,2
0WQ,Avjet Corporation,14530,V,2,0
0WQ,Avjet Corporation,13796,V,3,6
0WQ,Avjet Corporation,14107,V,3,16
0WQ,Avjet Corporation,13702,V,1,7
0WQ,Avjet Corporation,15020,V,1,2
0WQ,Avjet Corporation,14869,V,2,4
0WQ,Avjet Corporation,14679,V,7,22
0WQ,Avjet Corporation,14831,V,3,13
0WQ,Avjet Corporation,14908,V,2,17
0WQ,Avjet Corporation,15304,V,3,17
0WQ,Avjet Corporation,11041,V,1,0
0WQ,Avjet Corporation,12264,V,2,5
0WQ,Avjet Corporation,15618,V,4,5
0WQ,Avjet Corporation,10423,V,2,2
0WQ,Avjet Corporation,15167,V,6,18
0WQ,Avjet Corporation,14986,V,1,0
0WQ,Avjet Corporation,14685,V,1,8
0WQ,Avjet Corporation,10559,V,3,3
0WQ,Avjet Corporation,14089,V,2,7
0WQ,Avjet Corporation,13771,V,4,5
0WQ,Avjet Corporation,13476,V,1,2
0WQ,Avjet Corporation,14689,V,4,2
0WQ,Avjet Corporation,15325,V,2,4
0WQ,Avjet Corporation,10562,V,1,2
0WQ,Avjet Corporation,13772,V,1,0
0WQ,Avjet Corporation,10849,V,3,9
0WQ,Avjet Corporation,11637,V,1,6
0WQ,Avjet Corporation,12888,V,1,0
0WQ,Avjet Corporation,10630,V,1,8
0WQ,Avjet Corporation,14314,V,4,6
0WQ,Avjet Corporation,11706,V,1,0
0WQ,Avjet Corporation,15389,V,1,0
0WQ,Avjet Corporation,12054,V,2,2
0WQ,Avjet Corporation,12211,V,2,6
0WQ,Avjet Corporation,11537,V,1,0
0WQ,Avjet Corporation,15041,V,1,0
0WQ,Avjet Corporation,10670,V,1,0
0WQ,Avjet Corporation,10800,V,19,36
0WQ,Avjet Corporation,13232,V,2,4
0WQ,Avjet Corporation,11109,V,1,0
0WQ,Avjet Corporation,11961,V,1,2
0WQ,Avjet Corporation,11292,V,2,1
0WQ,Avjet Corporation,12191,V,1,1
0WQ,Avjet Corporation,14262,V,1,0
0WQ,Avjet Corporation,12889,V,3,9
0WQ,Avjet Corporation,12892,V,2,5
0WQ,Avjet Corporation,13342,V,2,4
0WQ,Avjet Corporation,11098,V,1,0
0WQ,Avjet Corporation,12953,V,1,2
0WQ,Avjet Corporation,13796,V,3,2
0WQ,Avjet Corporation,13851,V,1,2
0WQ,Avjet Corporation,14122,V,1,0
0WQ,Avjet Corporation,14570,V,1,1
0WQ,Avjet Corporation,14679,V,1,5
0WQ,Avjet Corporation,14908,V,2,3
0WQ,Avjet Corporation,15304,V,3,10
0WQ,Avjet Corporation,14027,V,1,0
0WQ,Avjet Corporation,15618,V,1,0
0WQ,Avjet Corporation,15167,V,5,12
0WQ,Avjet Corporation,15412,V,1,2
0WQ,Avjet Corporation,14089,V,3,4
0WQ,Avjet Corporation,13771,V,1,7
0WQ,Avjet Corporation,14689,V,1,7
0WQ,Avjet Corporation,12436,V,1,3
0WQ,Avjet Corporation,10630,V,1,0
0WQ,Avjet Corporation,13728,V,1,6
0WQ,Avjet Corporation,15389,V,1,0
0WQ,Avjet Corporation,15041,V,2,7
0WQ,Avjet Corporation,10821,V,1,2
0WQ,Avjet Corporation,10721,V,2,6
0WQ,Avjet Corporation,10800,V,22,31
0WQ,Avjet Corporation,13232,V,1,3
0WQ,Avjet Corporation,11109,V,2,3
0WQ,Avjet Corporation,11292,V,2,1
0WQ,Avjet Corporation,11413,V,1,9
0WQ,Avjet Corporation,11503,V,2,2
0WQ,Avjet Corporation,11697,V,1,2
0WQ,Avjet Corporation,16679,V,1,3
0WQ,Avjet Corporation,12173,V,2,9
0WQ,Avjet Corporation,12889,V,4,10
0WQ,Avjet Corporation,12954,V,1,0
0WQ,Avjet Corporation,12320,V,1,0
0WQ,Avjet Corporation,13303,V,1,2
0WQ,Avjet Corporation,11098,V,4,0
0WQ,Avjet Corporation,13796,V,1,3
0WQ,Avjet Corporation,14122,V,2,1
0WQ,Avjet Corporation,14570,V,1,1
0WQ,Avjet Corporation,10666,V,1,2
0WQ,Avjet Corporation,14679,V,7,7
0WQ,Avjet Corporation,14908,V,3,3
0WQ,Avjet Corporation,15232,V,1,0
0WQ,Avjet Corporation,15304,V,1,6
0WQ,Avjet Corporation,15383,V,1,9
0WQ,Avjet Corporation,12264,V,1,1
0WQ,Avjet Corporation,14027,V,1,0
0WQ,Avjet Corporation,15618,V,1,0
0WQ,Avjet Corporation,15167,V,6,17
0WQ,Avjet Corporation,14112,V,1,2
0WQ,Avjet Corporation,10559,V,1,2
0WQ,Avjet Corporation,13541,V,1,3
0WQ,Avjet Corporation,14089,V,1,0
0WQ,Avjet Corporation,13771,V,9,29
0WQ,Avjet Corporation,12982,V,1,0
0WQ,Avjet Corporation,13476,V,1,2
0WQ,Avjet Corporation,14689,V,7,21
0WQ,Avjet Corporation,10849,V,1,8
0WQ,Avjet Corporation,10327,V,1,4
0WQ,Avjet Corporation,10630,V,2,0
1AQ,Via Airlines d/b/a Charter Air Transport,10279,K,29,366
1AQ,Via Airlines d/b/a Charter Air Transport,10781,K,21,302
1AQ,Via Airlines d/b/a Charter Air Transport,10599,K,1,9
1AQ,Via Airlines d/b/a Charter Air Transport,10868,K,10,113
1AQ,Via Airlines d/b/a Charter Air Transport,12448,K,44,1031
1AQ,Via Airlines d/b/a Charter Air Transport,12992,K,22,403
1AQ,Via Airlines d/b/a Charter Air Transport,14761,K,73,1435
1AQ,Via Airlines d/b/a Charter Air Transport,15376,K,1,30
1AQ,Via Airlines d/b/a Charter Air Transport,15370,K,12,281
1AQ,Via Airlines d/b/a Charter Air Transport,10423,K,79,1118
1AQ,Via Airlines d/b/a Charter Air Transport,13422,K,22,355
1AQ,Via Airlines d/b/a Charter Air Transport,10140,V,1,42
1AQ,Via Airlines d/b/a Charter Air Transport,10821,V,3,113
1AQ,Via Airlines d/b/a Charter Air Transport,10781,V,11,283
1AQ,Via Airlines d/b/a Charter Air Transport,12389,V,5,151
1AQ,Via Airlines d/b/a Charter Air Transport,11193,V,2,75
1AQ,Via Airlines d/b/a Charter Air Transport,11259,V,2,63
1AQ,Via Airlines d/b/a Charter Air Transport,11292,V,5,140
1AQ,Via Airlines d/b/a Charter Air Transport,11995,V,1,50
1AQ,Via Airlines d/b/a Charter Air Transport,12191,V,6,176
1AQ,Via Airlines d/b/a Charter Air Transport,12339,V,1,50
1AQ,Via Airlines d/b/a Charter Air Transport,10300,V,2,75
1AQ,Via Airlines d/b/a Charter Air Transport,13198,V,1,50
1AQ,Via Airlines d/b/a Charter Air Transport,13341,V,1,43
1AQ,Via Airlines d/b/a Charter Air Transport,13244,V,3,111
1AQ,Via Airlines d/b/a Charter Air Transport,10693,V,1,40
1AQ,Via Airlines d/b/a Charter Air Transport,13495,V,4,169
1AQ,Via Airlines d/b/a Charter Air Transport,12878,V,1,36
1AQ,Via Airlines d/b/a Charter Air Transport,13931,V,2,73
1AQ,Via Airlines d/b/a Charter Air Transport,15919,V,2,84
1AQ,Via Airlines d/b/a Charter Air Transport,11953,V,1,30
1AQ,Via Airlines d/b/a Charter Air Transport,14492,V,1,34
1AQ,Via Airlines d/b/a Charter Air Transport,14869,V,1,35
1AQ,Via Airlines d/b/a Charter Air Transport,14683,V,1,42
1AQ,Via Airlines d/b/a Charter Air Transport,14831,V,1,1
1AQ,Via Airlines d/b/a Charter Air Transport,15304,V,8,253
1AQ,Via Airlines d/b/a Charter Air Transport,11726,V,1,29
1AQ,Via Airlines d/b/a Charter Air Transport,14761,V,8,117
1AQ,Via Airlines d/b/a Charter Air Transport,15370,V,1,35
1AQ,Via Airlines d/b/a Charter Air Transport,10155,V,2,81
1AQ,Via Airlines d/b/a Charter Air Transport,12278,V,2,57
1AQ,Via Airlines d/b/a Charter Air Transport,14092,V,1,28
1AQ,Via Airlines d/b/a Charter Air Transport,10423,V,5,97
1AQ,Via Airlines d/b/a Charter Air Transport,13158,V,7,207
1AQ,Via Airlines d/b/a Charter Air Transport,10216,V,2,79
1AQ,Via Airlines d/b/a Charter Air Transport,14696,V,2,79
1AQ,Via Airlines d/b/a Charter Air Transport,13029,V,1,39
1AQ,Via Airlines d/b/a Charter Air Transport,14711,V,1,38
1AQ,Via Airlines d/b/a Charter Air Transport,11789,V,1,36
1AQ,Via Airlines d/b/a Charter Air Transport,12945,V,1,28
1AQ,Via Airlines d/b/a Charter Air Transport,12884,V,1,42
1AQ,Via Airlines d/b/a Charter Air Transport,10279,K,1,25
1AQ,Via Airlines d/b/a Charter Air Transport,10599,K,24,282
1AQ,Via Airlines d/b/a Charter Air Transport,12448,K,10,316
1AQ,Via Airlines d/b/a Charter Air Transport,12992,K,9,178
1AQ,Via Airlines d/b/a Charter Air Transport,14122,K,12,267
1AQ,Via Airlines d/b/a Charter Air Transport,14683,K,1,
1AQ,Via Airlines d/b/a Charter Air Transport,14761,K,9,248
1AQ,Via Airlines d/b/a Charter Air Transport,15370,K,9,143
1AQ,Via Airlines d/b/a Charter Air Transport,10423,K,31,630
1AQ,Via Airlines d/b/a Charter Air Transport,13422,K,2,53
1AQ,Via Airlines d/b/a Charter Air Transport,10781,V,7,215
1AQ,Via Airlines d/b/a Charter Air Transport,12389,V,7,210
1AQ,Via Airlines d/b/a Charter Air Transport,11193,V,1,38
1AQ,Via Airlines d/b/a Charter Air Transport,11292,V,6,182
1AQ,Via Airlines d/b/a Charter Air Transport,12191,V,1,38
1AQ,Via Airlines d/b/a Charter Air Transport,12992,V,1,46
